activity_id,npdes_id,version_nmbr,perm_feature_id,perm_feature_nmbr,perm_feature_type_code,perm_feature_type_desc,limit_set_id,limit_set_schedule_id,limit_id,limit_season_id,limit_type_code,limit_begin_date,limit_end_date,nmbr_of_submission,parameter_code,parameter_desc,monitoring_location_code,monitoring_location_desc,stay_type_code,stay_type_desc,limit_value_id,limit_value_type_code,limit_value_type_desc,limit_value_nmbr,limit_unit_code,limit_unit_desc,standard_unit_code,standard_unit_desc,limit_value_standard_units,statistical_base_code,statistical_base_short_desc,statistical_base_type_code,statistical_base_type_desc,limit_value_qualifier_code,stay_value_nmbr,dmr_event_id,monitoring_period_end_date,dmr_form_value_id,value_type_code,value_type_desc,dmr_value_id,dmr_value_nmbr,dmr_unit_code,dmr_unit_desc,dmr_value_standard_units,dmr_value_qualifier_code,value_received_date,days_late,nodi_code,nodi_desc,exceedence_pct,npdes_violation_id,violation_code,violation_desc,rnc_detection_code,rnc_detection_desc,rnc_detection_date,rnc_resolution_code,rnc_resolution_desc,rnc_resolution_date,violation_severity,dmr_due_date,dmr_limit_type_code_desc,dmr_limit_type_desc
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038256,11/30/2021,3817721990,"C1","Concentration1",3754387420,5.6,"19","mg/L",5.6,"=",12/14/2021,,"","",,,"","","","",,"","",,"No Violation Identified",12/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038265,12/31/2021,3817722156,"C1","Concentration1",3755822002,5.81,"19","mg/L",5.81,"=",01/12/2022,,"","",,,"","","","",,"","",,"No Violation Identified",01/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038272,01/31/2022,3817722336,"C1","Concentration1",3758717266,5.46,"19","mg/L",5.46,"=",02/08/2022,,"","",,,"","","","",,"","",,"No Violation Identified",02/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038277,02/28/2022,3817722451,"C1","Concentration1",3762582634,6.29,"19","mg/L",6.29,"=",03/15/2022,,"","",,,"","","","",,"","",,"No Violation Identified",03/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038282,03/31/2022,3817722598,"C1","Concentration1",3763827282,5.87,"19","mg/L",5.87,"=",04/13/2022,,"","",,,"","","","",,"","",,"No Violation Identified",04/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038289,04/30/2022,3817722750,"C1","Concentration1",3765258553,5.5,"19","mg/L",5.5,"=",05/05/2022,,"","",,,"","","","",,"","",,"No Violation Identified",05/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038294,05/31/2022,3817722907,"C1","Concentration1",3768375965,4.89,"19","mg/L",4.89,"=",06/08/2022,,"","",,,"","","","",,"","",,"No Violation Identified",06/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038300,06/30/2022,3817723056,"C1","Concentration1",3769658539,5.67,"19","mg/L",5.67,"=",07/05/2022,,"","",,,"","","","",,"","",,"No Violation Identified",07/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038307,07/31/2022,3817723241,"C1","Concentration1",3773142860,5.68,"19","mg/L",5.68,"=",08/05/2022,,"","",,,"","","","",,"","",,"No Violation Identified",08/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038313,08/31/2022,3817723387,"C1","Concentration1",3774644030,5.34,"19","mg/L",5.34,"=",09/08/2022,,"","",,,"","","","",,"","",,"No Violation Identified",09/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038317,09/30/2022,3817723542,"C1","Concentration1",3775697870,6.1,"19","mg/L",6.1,"=",10/04/2022,,"","",,,"","","","",,"","",,"No Violation Identified",10/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038323,10/31/2022,3817723691,"C1","Concentration1",3779193559,5.43,"19","mg/L",5.43,"=",11/04/2022,,"","",,,"","","","",,"","",,"No Violation Identified",11/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038327,11/30/2022,3817723832,"C1","Concentration1",3780948208,5.9,"19","mg/L",5.9,"=",12/07/2022,,"","",,,"","","","",,"","",,"No Violation Identified",12/20/2022,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038341,12/31/2022,3817724073,"C1","Concentration1",3782200921,6.14,"19","mg/L",6.14,"=",01/04/2023,,"","",,,"","","","",,"","",,"No Violation Identified",01/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038346,01/31/2023,3817724210,"C1","Concentration1",3785628187,6.06,"19","mg/L",6.06,"=",02/06/2023,,"","",,,"","","","",,"","",,"No Violation Identified",02/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038357,02/28/2023,3817724453,"C1","Concentration1",3788541359,4.6,"19","mg/L",4.6,"=",03/06/2023,,"","",,,"","","","",,"","",,"No Violation Identified",03/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038365,03/31/2023,3817724707,"C1","Concentration1",3790127510,5.2,"19","mg/L",5.2,"=",04/05/2023,,"","",,,"","","","",,"","",,"No Violation Identified",04/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038373,04/30/2023,3817724845,"C1","Concentration1",3793150279,4.7,"19","mg/L",4.7,"=",05/03/2023,,"","",,,"","","","",,"","",,"No Violation Identified",05/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038381,05/31/2023,3817725045,"C1","Concentration1",3794782855,5.2,"19","mg/L",5.2,"=",06/07/2023,,"","",,,"","","","",,"","",,"No Violation Identified",06/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038391,06/30/2023,3817725272,"C1","Concentration1",3796158603,6.32,"19","mg/L",6.32,"=",07/05/2023,,"","",,,"","","","",,"","",,"No Violation Identified",07/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038408,07/31/2023,3817725525,"C1","Concentration1",3798023092,6.05,"19","mg/L",6.05,"=",07/31/2023,,"","",,,"","","","",,"","",,"No Violation Identified",08/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038422,08/31/2023,3817725800,"C1","Concentration1",3802058162,5.75,"19","mg/L",5.75,"=",09/26/2023,6,"","",,,"","","","",,"","",,"No Violation Identified",09/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038434,09/30/2023,3817726022,"C1","Concentration1",3802356483,5.1,"19","mg/L",5.1,"=",10/03/2023,,"","",,,"","","","",,"","",,"No Violation Identified",10/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038443,10/31/2023,3817726182,"C1","Concentration1",3804206895,5.94,"19","mg/L",5.94,"=",11/02/2023,,"","",,,"","","","",,"","",,"No Violation Identified",11/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038449,11/30/2023,3817726395,"C1","Concentration1",3806256734,6.29,"19","mg/L",6.29,"=",12/04/2023,,"","",,,"","","","",,"","",,"No Violation Identified",12/20/2023,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038460,12/31/2023,3817726594,"C1","Concentration1",3808725640,6.51,"19","mg/L",6.51,"=",01/04/2024,,"","",,,"","","","",,"","",,"No Violation Identified",01/20/2024,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038470,01/31/2024,3817726762,"C1","Concentration1",3811500144,6.48,"19","mg/L",6.48,"=",02/06/2024,,"","",,,"","","","",,"","",,"No Violation Identified",02/20/2024,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038480,02/29/2024,3817726938,"C1","Concentration1",3813595527,6.63,"19","mg/L",6.63,"=",03/11/2024,,"","",,,"","","","",,"","",,"No Violation Identified",03/20/2024,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038489,03/31/2024,3817727066,"C1","Concentration1",3814650175,6.18,"19","mg/L",6.18,"=",04/03/2024,,"","",,,"","","","",,"","",,"No Violation Identified",04/20/2024,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917385,"0","ENF",01/01/2020,12/06/2024,1,"00300","Oxygen, dissolved [DO]","1","Effluent Gross","","",3608344130,"C1","Concentration1",4,"19","mg/L","19","mg/L",4,"MO","MO MIN","MIN","Minimum",">=",,3615038499,04/30/2024,3817727278,"C1","Concentration1",3816751345,6.11,"19","mg/L",6.11,"=",05/06/2024,,"","",,,"","","","",,"","",,"No Violation Identified",05/20/2024,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917387,"0","ENF",01/01/2020,12/06/2024,1,"00400","pH","1","Effluent Gross","","",3608344135,"C1","Concentration1",6,"12","SU","12","SU",6,"ME","MINIMUM","MIN","Minimum",">=",,3612968295,01/31/2021,3788199949,"C1","Concentration1",3732924939,7.62,"12","SU",7.62,"=",02/10/2021,,"","",,,"","","","",,"","",,"No Violation Identified",02/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917387,"0","ENF",01/01/2020,12/06/2024,1,"00400","pH","1","Effluent Gross","","",3608344134,"C3","Concentration3",9,"12","SU","12","SU",9,"MB","MAXIMUM","MAX","Maximum","<=",,3612968295,01/31/2021,3788199952,"C3","Concentration3",3732924940,7.75,"12","SU",7.75,"=",02/10/2021,,"","",,,"","","","",,"","",,"No Violation Identified",02/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917387,"0","ENF",01/01/2020,12/06/2024,1,"00400","pH","1","Effluent Gross","","",3608344134,"C3","Concentration3",9,"12","SU","12","SU",9,"MB","MAXIMUM","MAX","Maximum","<=",,3612968298,02/28/2021,3788200068,"C3","Concentration3",3735355410,7.97,"12","SU",7.97,"=",03/09/2021,,"","",,,"","","","",,"","",,"No Violation Identified",03/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917387,"0","ENF",01/01/2020,12/06/2024,1,"00400","pH","1","Effluent Gross","","",3608344135,"C1","Concentration1",6,"12","SU","12","SU",6,"ME","MINIMUM","MIN","Minimum",">=",,3612968298,02/28/2021,3788200061,"C1","Concentration1",3735355409,7.69,"12","SU",7.69,"=",03/09/2021,,"","",,,"","","","",,"","",,"No Violation Identified",03/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917387,"0","ENF",01/01/2020,12/06/2024,1,"00400","pH","1","Effluent Gross","","",3608344135,"C1","Concentration1",6,"12","SU","12","SU",6,"ME","MINIMUM","MIN","Minimum",">=",,3612968306,03/31/2021,3788200154,"C1","Concentration1",3736849024,7.73,"12","SU",7.73,"=",04/13/2021,,"","",,,"","","","",,"","",,"No Violation Identified",04/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917387,"0","ENF",01/01/2020,12/06/2024,1,"00400","pH","1","Effluent Gross","","",3608344134,"C3","Concentration3",9,"12","SU","12","SU",9,"MB","MAXIMUM","MAX","Maximum","<=",,3612968306,03/31/2021,3788200160,"C3","Concentration3",3736849025,7.77,"12","SU",7.77,"=",04/13/2021,,"","",,,"","","","",,"","",,"No Violation Identified",04/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917387,"0","ENF",01/01/2020,12/06/2024,1,"00400","pH","1","Effluent Gross","","",3608344134,"C3","Concentration3",9,"12","SU","12","SU",9,"MB","MAXIMUM","MAX","Maximum","<=",,3612968313,04/30/2021,3788200236,"C3","Concentration3",3738924111,7.78,"12","SU",7.78,"=",05/11/2021,,"","",,,"","","","",,"","",,"No Violation Identified",05/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917387,"0","ENF",01/01/2020,12/06/2024,1,"00400","pH","1","Effluent Gross","","",3608344135,"C1","Concentration1",6,"12","SU","12","SU",6,"ME","MINIMUM","MIN","Minimum",">=",,3612968313,04/30/2021,3788200233,"C1","Concentration1",3738924110,7.54,"12","SU",7.54,"=",05/11/2021,,"","",,,"","","","",,"","",,"No Violation Identified",05/20/2021,"Enforcement","Base Permit"
3602064155,"TX0119407",0,3600435311,"001","EXO","External Outfall",3600478276,3600684408,3604917387,"0","ENF",01/01/2020,12/06/2024,1,"00400","pH","1","Effluent Gross","","",3608344135,"C1","Concentration1",6,"12","SU","12","SU",6,"ME","MINIMUM","MIN","Minimum",">=",,3615038173,05/31/2021,3817721084,"C1","Concentration1",3742517033,7.56,"12","SU",7.56,"=",06/09/2021,,"","",,,"","","","",,"","",,"No Violation Identified",06/20/2021,"Enforcement","Base Permit"
